family,context,strategy,eps,seed,rejected_no_coverage,rejected_other
SQLi,login,CG-Adaptive,0.5,10,0,0
SQLi,search,CG-Adaptive,0.5,10,0,0
SQLi,product,CG-Adaptive,0.5,10,0,0
SQLi,filter,CG-Adaptive,0.5,10,0,0
SQLi,login,CG-Adaptive,0.5,7,0,0
SQLi,search,CG-Adaptive,0.5,7,0,0
SQLi,product,CG-Adaptive,0.5,7,0,0
SQLi,filter,CG-Adaptive,0.5,7,0,0
SQLi,login,CG-Adaptive,0.3,3,0,0
SQLi,search,CG-Adaptive,0.3,3,0,0
SQLi,product,CG-Adaptive,0.3,3,0,0
SQLi,filter,CG-Adaptive,0.3,3,0,0
SQLi,login,CG-Adaptive,0.2,8,0,0
SQLi,search,CG-Adaptive,0.2,8,0,0
SQLi,product,CG-Adaptive,0.2,8,0,0
SQLi,filter,CG-Adaptive,0.2,8,0,0
SQLi,login,CG-Adaptive,0.1,9,0,0
SQLi,search,CG-Adaptive,0.1,9,0,0
SQLi,product,CG-Adaptive,0.1,9,0,0
SQLi,filter,CG-Adaptive,0.1,9,0,0
SQLi,login,CG-Adaptive,0.4,8,0,0
SQLi,search,CG-Adaptive,0.4,8,0,0
SQLi,product,CG-Adaptive,0.4,8,0,0
SQLi,filter,CG-Adaptive,0.4,8,0,0
XSS,calc,CG-Adaptive,0.1,10,0,0
XSS,search,CG-Adaptive,0.1,10,0,0
XSS,calc,CG-Adaptive,0.3,8,0,0
XSS,search,CG-Adaptive,0.3,8,0,0
XSS,calc,CG-Adaptive,0.3,2,0,0
XSS,search,CG-Adaptive,0.3,2,0,0
XSS,calc,CG-Adaptive,0.4,10,0,0
XSS,search,CG-Adaptive,0.4,10,0,0
XSS,calc,CG-Adaptive,0.4,3,0,0
XSS,search,CG-Adaptive,0.4,3,0,0
XSS,calc,CG-Adaptive,0.1,8,0,0
XSS,search,CG-Adaptive,0.1,8,0,0
XSS,calc,CG-Adaptive,0.5,8,0,0
XSS,search,CG-Adaptive,0.5,8,0,0
XSS,calc,CG-Adaptive,0.1,1,0,0
XSS,search,CG-Adaptive,0.1,1,0,0
XSS,calc,CG-Adaptive,0.3,4,0,0
XSS,search,CG-Adaptive,0.3,4,0,0
XSS,calc,CG-Adaptive,0.1,9,0,0
XSS,search,CG-Adaptive,0.1,9,0,0
XSS,calc,CG-Adaptive,0.4,8,0,0
XSS,search,CG-Adaptive,0.4,8,0,0
XSS,calc,CG-Adaptive,0.2,2,0,0
XSS,search,CG-Adaptive,0.2,2,0,0
XSS,calc,CG-Adaptive,0.5,5,0,0
XSS,search,CG-Adaptive,0.5,5,0,0
XSS,calc,CG-Adaptive,0.3,7,0,0
XSS,search,CG-Adaptive,0.3,7,0,0
XSS,calc,CG-Adaptive,0.3,10,0,0
XSS,search,CG-Adaptive,0.3,10,0,0
XSS,calc,CG-Adaptive,0.4,6,0,0
XSS,search,CG-Adaptive,0.4,6,0,0
XSS,calc,CG-Adaptive,0.4,2,0,0
XSS,search,CG-Adaptive,0.4,2,0,0
XSS,calc,CG-Adaptive,0.2,4,0,0
XSS,search,CG-Adaptive,0.2,4,0,0
XSS,calc,CG-Adaptive,0.3,1,0,0
XSS,search,CG-Adaptive,0.3,1,0,0
XSS,calc,CG-Adaptive,0.2,3,0,0
XSS,search,CG-Adaptive,0.2,3,0,0
XSS,calc,CG-Adaptive,0.1,4,0,0
XSS,search,CG-Adaptive,0.1,4,0,0
XSS,calc,CG-Adaptive,0.5,7,0,0
XSS,search,CG-Adaptive,0.5,7,0,0
XSS,calc,CG-Adaptive,0.5,4,0,0
XSS,search,CG-Adaptive,0.5,4,0,0
XSS,calc,CG-Adaptive,0.5,1,0,0
XSS,search,CG-Adaptive,0.5,1,0,0
XSS,calc,CG-Adaptive,0.4,5,0,0
XSS,search,CG-Adaptive,0.4,5,0,0
XSS,calc,CG-Adaptive,0.3,5,0,0
XSS,search,CG-Adaptive,0.3,5,0,0
XSS,calc,CG-Adaptive,0.1,7,0,0
XSS,search,CG-Adaptive,0.1,7,0,0
XSS,calc,CG-Adaptive,0.2,8,0,0
XSS,search,CG-Adaptive,0.2,8,0,0
XSS,calc,CG-Adaptive,0.2,10,0,0
XSS,search,CG-Adaptive,0.2,10,0,0
XSS,calc,CG-Adaptive,0.2,7,0,0
XSS,search,CG-Adaptive,0.2,7,0,0
XSS,calc,CG-Adaptive,0.3,6,0,0
XSS,search,CG-Adaptive,0.3,6,0,0
XSS,calc,CG-Adaptive,0.3,3,0,0
XSS,search,CG-Adaptive,0.3,3,0,0
XSS,calc,CG-Adaptive,0.3,9,0,0
XSS,search,CG-Adaptive,0.3,9,0,0
XSS,calc,CG-Adaptive,0.1,3,0,0
XSS,search,CG-Adaptive,0.1,3,0,0
XSS,calc,CG-Adaptive,0.5,6,0,0
XSS,search,CG-Adaptive,0.5,6,0,0
XSS,calc,CG-Adaptive,0.2,1,0,0
XSS,search,CG-Adaptive,0.2,1,0,0
XSS,calc,CG-Adaptive,0.5,3,0,0
XSS,search,CG-Adaptive,0.5,3,0,0
XSS,calc,CG-Adaptive,0.5,9,0,0
XSS,search,CG-Adaptive,0.5,9,0,0
XSS,calc,CG-Adaptive,0.4,9,0,0
XSS,search,CG-Adaptive,0.4,9,0,0
XSS,calc,CG-Adaptive,0.1,2,0,0
XSS,search,CG-Adaptive,0.1,2,0,0
XSS,calc,CG-Adaptive,0.5,2,0,0
XSS,search,CG-Adaptive,0.5,2,0,0
XSS,calc,CG-Adaptive,0.4,7,0,0
XSS,search,CG-Adaptive,0.4,7,0,0
XSS,calc,CG-Adaptive,0.2,6,0,0
XSS,search,CG-Adaptive,0.2,6,0,0
XSS,calc,CG-Adaptive,0.4,1,0,0
XSS,search,CG-Adaptive,0.4,1,0,0
XSS,calc,CG-Adaptive,0.2,9,0,0
XSS,search,CG-Adaptive,0.2,9,0,0
XSS,calc,CG-Adaptive,0.1,6,0,0
XSS,search,CG-Adaptive,0.1,6,0,0
XSS,calc,CG-Adaptive,0.5,10,0,0
XSS,search,CG-Adaptive,0.5,10,0,0
XSS,calc,CG-Adaptive,0.2,5,0,0
XSS,search,CG-Adaptive,0.2,5,0,0
XSS,calc,CG-Adaptive,0.1,5,0,0
XSS,search,CG-Adaptive,0.1,5,0,0
XSS,calc,CG-Adaptive,0.4,4,0,0
XSS,search,CG-Adaptive,0.4,4,0,0
SQLi,login,PP-Adaptive,,5,4,0
SQLi,filter,PP-Adaptive,,5,94,0
SQLi,search,PP-Adaptive,,5,6,0
SQLi,product,PP-Adaptive,,5,0,0
SQLi,login,PP-Adaptive,,2,0,0
SQLi,filter,PP-Adaptive,,2,5,0
SQLi,search,PP-Adaptive,,2,0,0
SQLi,product,PP-Adaptive,,2,3,0
SQLi,login,PP-Adaptive,,6,2,0
SQLi,filter,PP-Adaptive,,6,112,0
SQLi,search,PP-Adaptive,,6,2,0
SQLi,product,PP-Adaptive,,6,2,0
SQLi,login,PP-Adaptive,,4,0,0
SQLi,filter,PP-Adaptive,,4,386,0
SQLi,search,PP-Adaptive,,4,4,0
SQLi,product,PP-Adaptive,,4,3,0
SQLi,login,PP-Adaptive,,10,4,0
SQLi,filter,PP-Adaptive,,10,37,0
SQLi,search,PP-Adaptive,,10,6,0
SQLi,product,PP-Adaptive,,10,5,0
SQLi,login,PP-Adaptive,,1,0,0
SQLi,filter,PP-Adaptive,,1,1,0
SQLi,search,PP-Adaptive,,1,0,0
SQLi,product,PP-Adaptive,,1,7,0
SQLi,login,PP-Adaptive,,7,3,0
SQLi,filter,PP-Adaptive,,7,135,0
SQLi,search,PP-Adaptive,,7,0,0
SQLi,product,PP-Adaptive,,7,1,0
SQLi,login,PP-Adaptive,,3,1,0
SQLi,filter,PP-Adaptive,,3,47,0
SQLi,search,PP-Adaptive,,3,3,0
SQLi,product,PP-Adaptive,,3,1,0
SQLi,login,PP-Adaptive,,9,2,0
SQLi,filter,PP-Adaptive,,9,3,0
SQLi,search,PP-Adaptive,,9,1,0
SQLi,product,PP-Adaptive,,9,3,0
SQLi,login,PP-Adaptive,,8,4,0
SQLi,filter,PP-Adaptive,,8,1,0
SQLi,search,PP-Adaptive,,8,2,0
SQLi,product,PP-Adaptive,,8,0,0
XSS,calc,PP-Adaptive,,4,0,0
XSS,search,PP-Adaptive,,4,0,0
XSS,calc,PP-Adaptive,,8,0,0
XSS,search,PP-Adaptive,,8,0,0
XSS,calc,PP-Adaptive,,2,0,0
XSS,search,PP-Adaptive,,2,0,0
XSS,calc,PP-Adaptive,,3,0,0
XSS,search,PP-Adaptive,,3,0,0
XSS,calc,PP-Adaptive,,6,3,0
XSS,search,PP-Adaptive,,6,0,0
XSS,calc,PP-Adaptive,,10,0,0
XSS,search,PP-Adaptive,,10,0,0
XSS,calc,PP-Adaptive,,9,0,0
XSS,search,PP-Adaptive,,9,0,0
XSS,calc,PP-Adaptive,,7,0,0
XSS,search,PP-Adaptive,,7,0,0
XSS,calc,PP-Adaptive,,1,0,0
XSS,search,PP-Adaptive,,1,0,0
XSS,calc,PP-Adaptive,,5,0,0
XSS,search,PP-Adaptive,,5,3,0
