family,context,strategy,eps,seed,rule_id,phase,action,transforms,msg,rule_text
SQLi,search,PP-Static,,6,534814,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'(?:[\s);]*(?:/\*.*?\*/))*[\s);]*(?:--|#|;)|(?:-?\d+(?:[\s);]*(?:/\*.*?\*/))*[\s);]*(?:--|#|;))|\(\s*select\s+case\s+when\s+.+?\s+end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:534814,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,793148,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`|-\d+)[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;)|\(\s*select\s+case\s+when\s+.*?\s+end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:793148,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,271796,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQL Injection - Comment Breakout or Disguised Tautology detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`|-\d+)[\s\);\-]*(?:/\*.*?\*/[\s\);\-]*)*(?:--|#|;)|\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+"" ""phase:2,deny,log,msg:'SQL Injection - Comment Breakout or Disguised Tautology detected',id:271796,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,703675,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY injection,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`|[0-9]+)[\s\);]*(?:/\*.*?\*/)*[\s\);]*(--|#|;)|or\s*\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(=|!=|<>|>=|<=|>|<)\s*[0-9]+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY injection',id:703675,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,662255,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`)[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|(?:-?\d+)[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|or\s*\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(=|!=|<>|>=|<=|>|<)\s*\d+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:662255,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,13447,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`)[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|(?:-?\d+)[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(=|!=|<>|>|<|>=|<=)\s*\d+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:13447,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,529360,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`|\b-?\d+)(?:[\s);]*(?:/\*.*?\*/))*[\s);]*(?:--|#|;)|or\s*\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:529360,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,572859,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(?:-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(\(\s*select\s+case\s+when\s+.+?\s+end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:572859,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,277155,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|\b-?\d+)(?:[\s);]*(?:/\*.*?\*/)[\s);]*)?(?:--|#|;)|\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:277155,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,188539,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(?:-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(\(\s*select\s+case\s+when\s+.+?\s+end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:188539,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,47156,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`)[\s);]*(?:/\*.*?\*/[\s);]*)*(?:--|#|;)|(?:'|\""|`|)(?:[\s);]*(?:/\*.*?\*/)*[\s);]*;)|\bor\s*\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(=|!=|<>|>=|<=|>|<)\s*[0-9]+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:47156,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,346361,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'(?:[\s);]*\/\*.*?\*\/)*[\s);]*(?:--|#|;)|-?\d+(?:[\s);]*\/\*.*?\*\/)*[\s);]*(?:--|#|;)|\(\s*select\s+case\s+when\s+.+?\s+end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:346361,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,24607,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'(?:[\s);]*\/\*.*?\*\/)*[\s);]*(?:--|#|;)|-?\d+(?:[\s);]*\/\*.*?\*\/)*[\s);]*(?:--|#|;)|(?:'|-\d+)[\s);]*(?:\/\*.*?\*\/)*[\s);]*or[\s]*\(\s*select\s+case\s+when\s+.*?end\s*\)[\s]*[=!<>]{1,2}[\s]*\d+|\(\s*select\s+case\s+when\s+.*?end\s*\)[\s]*[=!<>]{1,2}[\s]*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:24607,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,910779,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s\);]*(?:/\*.*?\*/)*[\s\);]*(?:--|#|;))|(?:-?\d+[\s\);]*(?:/\*.*?\*/)*[\s\);]*(?:--|#|;))|(\(select\s+case\s+when\s+.*?end\)\s*(=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:910779,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,230046,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`)[\s\);]*(/\*.*?\*/)*[\s\);]*(--|#|;)|(?:-?\d+)[\s\);]*(/\*.*?\*/)*[\s\);]*(--|#|;)|\(\s*select\s+case\s+when\s+.+?\s+end\s*\)\s*(=|!=|<>|>|<|>=|<=)\s*\d+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:230046,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,608311,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;)|-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;)|or[\s]*\([\s]*select[\s]+case[\s]+when[\s]+.*?end[\s]*\)[\s]*(?:=|!=|<>|>|<|>=|<=)[\s]*\d+)"" ""phase:2,deny,log,id:608311,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected'"""
SQLi,search,PP-Static,,6,328927,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQL Injection COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`|\b-?\d+)\s*[\);\s]*(/\*.*?\*/)*[\);\s]*(--|#|;)|\bor\s*\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(=|!=|<>|>|<|>=|<=)\s*\d+"" ""phase:2,deny,log,id:328927,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase,msg:'SQL Injection COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected'"""
SQLi,search,PP-Static,,6,209908,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQL Injection - Comment Breakout or Disguised Tautology Detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`|\\b\\d+)(?:[\\s\\);]*\\/\\*.*?\\*\\/)*[\\s\\);]*(?:--|#|;)|\\bor\\s*\\(\\s*select\\s+case\\s+when\\s+.*?\\s+end\\s*\\)\\s*(=|!=|<>|>|<|>=|<=)\\s*\\d+"" ""phase:2,deny,log,msg:'SQL Injection - Comment Breakout or Disguised Tautology Detected',id:209908,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,182736,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;)|-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;)|(?:'[\s);]*(?:/\*.*?\*/)*[\s);]*or[\s]*\(\s*select\s+case\s+when\s+.+?\s+end\s*\))|\(\s*select\s+case\s+when\s+.+?\s+end\s*\)[\s]*(?:=|!=|<>|>=|<=|>|<)[\s]*\d+)"" ""phase:2,deny,log,id:182736,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected'"""
SQLi,search,PP-Static,,6,301572,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;)|-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;)|(?:'[\s);]*(?:/\*.*?\*/)*[\s);]*;)|or\s*\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:301572,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,71040,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQL Injection - Comment Breakout or Disguised Tautology,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(?:-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(?:=|!=|<>|>|<|>=|<=)\s*\d+)"" ""phase:2,deny,log,id:71040,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase,msg:'SQL Injection - Comment Breakout or Disguised Tautology'"""
SQLi,search,PP-Static,,6,772740,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(?:-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(\(select\s+case\s+when\s+.+?\send\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:772740,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,327264,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s\);]*(?:/\*.*?\*/)*[\s\);]*(?:--|#|;))|(?:-?\d+[\s\);]*(?:/\*.*?\*/)*[\s\);]*(?:--|#|;))|(\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(=|!=|<>|>|<|>=|<=)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:327264,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,746611,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQL Injection COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`)[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|(?:-?\d+)[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|(?:'|\""|`)[\s);]*(/\*.*?\*/)*[\s);]*or[\s]+\(select\s+case\s+when\s+.*?end\)[\s]*[=!<>]{1,2}[\s]*\d+"" ""phase:2,deny,log,msg:'SQL Injection COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:746611,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,934896,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`|[0-9]+)[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|or\s*\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(=|!=|<>|>=|<=|>|<)\s*[0-9]+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:934896,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,402411,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s\);]*(?:/\*.*?\*/)*[\s\);]*(?:--|#|;))|(?:-?\d+[\s\);]*(?:/\*.*?\*/)*[\s\);]*(?:--|#|;))|(\(select\s+case\s+when\s+.+?\send\))\s*(=|!=|<>|>|<|>=|<=)\s*\d+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:402411,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,238211,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQL Injection COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'|\""|`|\b-?\d+)(?:[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;)|\bor\s*\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,id:238211,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase,msg:'SQL Injection COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected'"""
SQLi,search,PP-Static,,6,189906,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'(?:[\s);]*\/\*.*?\*\/)*[\s);]*(?:--|#|;)|-?\d+(?:[\s);]*\/\*.*?\*\/)*[\s);]*(?:--|#|;)|\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:189906,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,633355,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;)|-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;)|or\s*\(\s*select\s+case\s+when\s+.*?end\s*\)\s*(?:=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:633355,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,12868,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(?:-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(\(select\s+case\s+when\s+.+?\send\s*\)\s*(?:=|!=|<>|>|<|>=|<=)\s*\d+)"" ""phase:2,deny,log,id:12868,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected'"""
SQLi,search,PP-Static,,6,104481,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(?:-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(\(select\s+case\s+when\s+.+?\send\))\s*(=|!=|<>|>=|<=|>|<)\s*\d+"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:104481,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,864745,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQL Injection COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(?:-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*(?:--|#|;))|(\(select\s+case\s+when\s+.+?\send\s*\)\s*(=|!=|<>|>|<|>=|<=)\s*\d+)"" ""phase:2,deny,log,id:864745,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase,msg:'SQL Injection COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected'"""
SQLi,search,PP-Static,,6,927505,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'(?:[\s);]*\/\*.*?\*\/)*[\s);]*(?:--|#|;)|-?\d+(?:[\s);]*\/\*.*?\*\/)*[\s);]*(?:--|#|;)|or\s*\(\s*select\s+case\s+when\s+.+?\send\s*\)\s*(=|!=|<>|>|<|>=|<=)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:927505,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,search,PP-Static,,6,877963,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|-?\d+[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|'[\s);]*(/\*.*?\*/)*[\s);]*or[\s]*\(\s*select\s+case\s+when\s+.+?\s+end\s*\)|\(\s*select\s+case\s+when\s+.+?\s+end\s*\)\s*(=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:877963,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,product,PP-Static,,8,105002,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|-?\d+[\s);]*(/\*.*?\*/)*[\s);]*(--|#|;)|'[\s);]*(/\*.*?\*/)*[\s);]*or[\s]*\(\s*select|(\(\s*select\s+case\s+when\s+.+?\s+end\s*\))\s*(=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,id:105002,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected'"""
SQLi,product,PP-Static,,8,234567,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'[\s);]*(?:/\*.*?\*/)*[\s);]*(--|#|;))|(?:-?\d+[\s);]*(?:/\*.*?\*/)*[\s);]*;)|(?:or[\s]+\(select\s+case\s+when\s+.*?end\s*\)\s*(=|!=|<>|>=|<=|>|<)\s*\d+)"" ""phase:2,deny,log,msg:'SQLi COMMENT-BREAKOUT or DISGUISED-TAUTOLOGY detected',id:234567,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase"""
SQLi,product,PP-Static,,8,123458,phase:2,deny,t:urlDecodeUni|t:replaceComments|t:compressWhitespace|t:lowercase,SQL Injection comment-breakout or disguised tautology detected,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (?:'(?:[\s);]*(?:/\*.*?\*/))*[\s);]*(?:--|#|;)|(?:-?\d+(?:[\s);]*(?:/\*.*?\*/))*[\s);]*(?:--|#|;))|or[\s]*\([\s]*select[\s]+case[\s]+when[\s]+.*?end[\s]*\)|\([\s]*select[\s]+case[\s]+when[\s]+.*?end[\s]*\)[\s]*(?:=|!=|<>|>=|<=|>|<)[\s]*\d+)"" ""phase:2,deny,log,id:123458,t:urlDecodeUni,t:replaceComments,t:compressWhitespace,t:lowercase,msg:'SQL Injection comment-breakout or disguised tautology detected'"""
