family,context,strategy,regime,eps,seed,bypasses_B,accepted_rules,rules_per_100,defense_calls,attacker_calls,calls_per_rule,candidates,rejected,input_tokens,output_tokens,gen_time_s,rule_eval_time_s,wall_time_s,est_cost_usd
SQLi,filter,PP-Static,static,0.3,5,300,182,60.6667,694,0,3.81,694,512,940504,97138,2000.1,1208.37,3437.6,0.53162
SQLi,filter,PP-Static,static,0.3,6,300,196,65.3333,653,0,3.33,653,457,880007,90565,1945.2,1291.86,3454.5,0.49691
SQLi,filter,PP-Static,static,0.3,7,300,139,46.3333,728,0,5.24,728,589,990588,102393,1648.8,710.62,2593.2,0.56006
SQLi,filter,PP-Static,static,0.3,8,300,185,61.6667,660,0,3.57,660,475,890648,92220,1640.6,876.02,2733.0,0.50381
SQLi,filter,PP-Static,static,0.3,9,300,190,63.3333,687,0,3.62,687,497,929869,97529,1917.1,1017.08,3160.8,0.52799
SQLi,filter,PP-Static,static,0.3,10,300,183,61.0,679,0,3.71,679,496,920082,96590,1929.5,1024.59,3178.3,0.52258
SQLi,filter,RG,static,0.3,1,300,1,0.3333,1,0,1.0,1,0,1768,131,2.6,8.49,14.0,0.00092
SQLi,filter,RG,static,0.3,2,300,1,0.3333,1,0,1.0,1,0,1766,128,2.0,8.58,13.6,0.00091
SQLi,filter,RG,static,0.3,3,300,1,0.3333,1,0,1.0,1,0,1756,127,1.8,7.9,12.6,0.00091
SQLi,filter,RG,static,0.3,4,300,1,0.3333,1,0,1.0,1,0,1824,119,1.7,7.9,12.4,0.00092
SQLi,filter,RG,static,0.3,5,300,1,0.3333,1,0,1.0,1,0,1812,130,1.8,8.32,12.9,0.00093
SQLi,filter,RG,static,0.3,6,300,1,0.3333,1,0,1.0,1,0,1734,126,1.9,8.64,13.4,0.0009
SQLi,filter,RG,static,0.3,7,300,1,0.3333,1,0,1.0,1,0,1816,127,2.2,8.39,13.6,0.00093
SQLi,filter,RG,static,0.3,8,300,1,0.3333,1,0,1.0,1,0,1710,130,2.2,8.16,13.3,0.00089
SQLi,filter,RG,static,0.3,9,300,1,0.3333,1,0,1.0,1,0,1762,123,2.1,8.22,13.2,0.0009
SQLi,filter,RG,static,0.3,10,300,1,0.3333,1,0,1.0,1,0,1709,135,2.3,8.78,14.2,0.0009
SQLi,filter,CG-Static,static,0.1,1,300,1,0.3333,1,0,1.0,1,0,1104,119,2.7,8.25,12.8,0.00063
SQLi,filter,CG-Static,static,0.1,2,300,1,0.3333,2,0,2.0,2,1,2292,258,6.8,8.1,18.1,0.00133
SQLi,filter,CG-Static,static,0.1,3,300,1,0.3333,2,0,2.0,2,1,2304,247,4.1,8.12,15.5,0.00132
SQLi,filter,CG-Static,static,0.1,4,300,2,0.6667,2,0,1.0,2,0,2256,230,6.0,12.74,22.0,0.00127
SQLi,filter,CG-Static,static,0.1,5,300,1,0.3333,1,0,1.0,1,0,1119,120,3.5,8.16,12.9,0.00064
SQLi,filter,CG-Static,static,0.1,6,300,2,0.6667,3,0,1.5,3,1,3481,379,11.2,13.24,28.0,0.002
SQLi,filter,CG-Static,static,0.1,7,300,1,0.3333,1,0,1.0,1,0,1121,119,2.5,8.32,12.7,0.00064
SQLi,filter,CG-Static,static,0.1,8,300,1,0.3333,2,0,2.0,2,1,2286,237,5.2,8.57,17.1,0.00129
SQLi,filter,CG-Static,static,0.1,9,300,1,0.3333,1,0,1.0,1,0,1108,124,3.8,8.34,15.2,0.00064
SQLi,filter,CG-Static,static,0.1,10,300,1,0.3333,1,0,1.0,1,0,1114,119,2.8,8.34,12.5,0.00064
SQLi,filter,CG-Static,static,0.2,1,300,1,0.3333,1,0,1.0,1,0,1748,122,2.3,8.97,14.4,0.00089
SQLi,filter,CG-Static,static,0.2,2,300,1,0.3333,1,0,1.0,1,0,1701,124,2.1,8.45,13.6,0.00088
SQLi,filter,CG-Static,static,0.2,3,300,1,0.3333,1,0,1.0,1,0,1708,120,6.9,8.55,18.6,0.00088
SQLi,filter,CG-Static,static,0.2,4,300,1,0.3333,1,0,1.0,1,0,1136,117,1.8,8.46,13.3,0.00064
SQLi,filter,CG-Static,static,0.2,5,300,1,0.3333,1,0,1.0,1,0,1119,117,2.0,8.33,13.3,0.00063
SQLi,filter,CG-Static,static,0.2,6,300,1,0.3333,1,0,1.0,1,0,1726,124,2.2,8.41,13.5,0.00089
SQLi,filter,CG-Static,static,0.2,7,300,1,0.3333,2,0,2.0,2,1,2318,261,4.9,8.76,16.9,0.00134
SQLi,filter,CG-Static,static,0.2,8,300,1,0.3333,1,0,1.0,1,0,1716,124,2.2,8.84,14.1,0.00088
SQLi,filter,CG-Static,static,0.2,9,300,1,0.3333,1,0,1.0,1,0,1748,122,1.9,8.54,13.5,0.00089
SQLi,filter,CG-Static,static,0.2,10,300,2,0.6667,2,0,1.0,2,0,2862,254,4.3,13.23,20.9,0.00155
SQLi,filter,CG-Static,static,0.3,1,300,1,0.3333,1,0,1.0,1,0,1696,136,3.3,9.92,16.6,0.0009
SQLi,filter,CG-Static,static,0.3,2,300,1,0.3333,1,0,1.0,1,0,1759,133,4.1,9.67,17.1,0.00092
SQLi,filter,CG-Static,static,0.3,3,300,1,0.3333,1,0,1.0,1,0,1779,124,3.0,9.6,15.8,0.00091
SQLi,filter,CG-Static,static,0.3,4,300,1,0.3333,3,0,3.0,3,2,3610,378,11.7,10.15,25.8,0.00205
SQLi,filter,CG-Static,static,0.3,5,300,1,0.3333,1,0,1.0,1,0,1775,124,3.6,9.75,16.6,0.00091
SQLi,filter,CG-Static,static,0.3,6,300,1,0.3333,1,0,1.0,1,0,1719,117,3.6,9.74,16.6,0.00087
SQLi,filter,CG-Static,static,0.3,7,300,2,0.6667,2,0,1.0,2,0,3478,250,10.2,12.0,25.3,0.00179
SQLi,filter,CG-Static,static,0.3,8,300,1,0.3333,1,0,1.0,1,0,1730,135,4.3,7.31,14.7,0.00091
SQLi,filter,CG-Static,static,0.3,9,300,1,0.3333,1,0,1.0,1,0,1745,120,3.7,8.11,14.7,0.00089
SQLi,filter,CG-Static,static,0.3,10,300,1,0.3333,1,0,1.0,1,0,1752,122,3.1,8.26,14.1,0.0009
SQLi,filter,CG-Static,static,0.4,1,300,1,0.3333,1,0,1.0,1,0,1711,124,3.0,8.72,14.5,0.00088
SQLi,filter,CG-Static,static,0.4,2,300,1,0.3333,1,0,1.0,1,0,1748,122,3.5,8.29,14.8,0.00089
SQLi,filter,CG-Static,static,0.4,3,300,1,0.3333,1,0,1.0,1,0,1773,124,4.0,8.16,15.0,0.00091
SQLi,filter,CG-Static,static,0.4,4,300,1,0.3333,1,0,1.0,1,0,1777,120,2.9,8.22,14.0,0.0009
SQLi,filter,CG-Static,static,0.4,5,300,1,0.3333,1,0,1.0,1,0,1771,124,3.1,8.19,14.2,0.00091
SQLi,filter,CG-Static,static,0.4,6,300,1,0.3333,1,0,1.0,1,0,1774,124,3.7,8.14,14.8,0.00091
SQLi,filter,CG-Static,static,0.4,7,300,1,0.3333,1,0,1.0,1,0,1759,124,3.3,7.9,14.0,0.0009
SQLi,filter,CG-Static,static,0.4,8,300,1,0.3333,1,0,1.0,1,0,1712,120,4.3,7.9,15.0,0.00088
SQLi,filter,CG-Static,static,0.4,9,300,1,0.3333,1,0,1.0,1,0,1722,122,4.3,8.38,15.5,0.00088
SQLi,filter,CG-Static,static,0.4,10,300,1,0.3333,1,0,1.0,1,0,1758,120,3.0,8.87,14.8,0.0009
SQLi,filter,CG-Static,static,0.5,1,300,1,0.3333,1,0,1.0,1,0,1711,116,8.7,8.2,19.8,0.00087
SQLi,filter,CG-Static,static,0.5,2,300,1,0.3333,1,0,1.0,1,0,1748,140,4.1,8.69,15.7,0.00092
SQLi,filter,CG-Static,static,0.5,3,300,1,0.3333,1,0,1.0,1,0,1773,124,8.6,8.96,20.6,0.00091
SQLi,filter,CG-Static,static,0.5,4,300,1,0.3333,1,0,1.0,1,0,1777,133,3.5,8.76,15.3,0.00092
SQLi,filter,CG-Static,static,0.5,5,300,1,0.3333,1,0,1.0,1,0,1771,124,7.8,9.12,20.0,0.00091
SQLi,filter,CG-Static,static,0.5,6,300,1,0.3333,1,0,1.0,1,0,1774,122,2.4,8.77,14.2,0.0009
SQLi,filter,CG-Static,static,0.5,7,300,1,0.3333,2,0,2.0,3,2,3616,321,9.8,8.44,21.4,0.00196
SQLi,filter,CG-Static,static,0.5,8,300,1,0.3333,1,0,1.0,1,0,1712,136,3.6,8.96,15.6,0.0009
SQLi,filter,CG-Static,static,0.5,9,300,1,0.3333,1,0,1.0,1,0,1722,122,4.4,8.81,16.4,0.00088
SQLi,filter,CG-Static,static,0.5,10,300,1,0.3333,1,0,1.0,1,0,1758,124,4.3,8.55,15.9,0.0009
XSS,search,PP-Static,static,0.3,1,300,297,99.0,340,0,1.14,340,43,718208,63412,1381.9,1436.7,2929.8,0.38874
XSS,search,PP-Static,static,0.3,2,300,297,99.0,364,0,1.23,364,67,813186,67672,1413.2,1326.72,2857.9,0.43355
XSS,search,PP-Static,static,0.3,3,300,292,97.3333,316,0,1.08,316,24,520436,54942,1048.9,1331.87,2484.2,0.29608
XSS,search,PP-Static,static,0.3,4,300,297,99.0,339,0,1.14,339,42,731247,65223,1275.6,1503.94,2890.2,0.39686
XSS,search,PP-Static,static,0.3,5,300,300,100.0,312,0,1.04,312,12,511679,53756,1013.1,1577.14,2692.8,0.29068
XSS,search,PP-Static,static,0.3,6,300,297,99.0,342,0,1.15,342,45,647336,59374,1119.6,1726.3,2957.8,0.35393
XSS,search,PP-Static,static,0.3,7,300,297,99.0,312,0,1.05,312,15,512001,53684,1048.5,1793.73,2945.1,0.29069
XSS,search,PP-Static,static,0.3,8,300,298,99.3333,310,0,1.04,310,12,507868,53316,1113.3,1905.47,3121.3,0.28845
XSS,search,PP-Static,static,0.3,9,300,297,99.0,318,0,1.07,318,21,522828,54534,1199.5,1973.29,3277.8,0.29639
XSS,search,PP-Static,static,0.3,10,300,296,98.6667,347,0,1.17,347,51,653409,60994,1427.1,2223.66,3765.2,0.35895
XSS,search,RG,static,0.3,1,300,2,0.6667,32,0,16.0,42,40,58117,8449,104.5,31.59,147.4,0.03677
XSS,search,RG,static,0.3,2,300,2,0.6667,30,0,15.0,43,41,56538,7813,104.5,33.07,148.3,0.03512
XSS,search,RG,static,0.3,3,300,1,0.3333,30,0,30.0,41,40,55334,7744,116.6,30.33,157.7,0.03452
XSS,search,RG,static,0.3,4,300,2,0.6667,30,0,15.0,46,44,54739,8114,109.4,34.29,154.5,0.03488
XSS,search,RG,static,0.3,5,300,2,0.6667,2,0,1.0,2,0,4117,464,5.8,8.68,16.8,0.00239
XSS,search,RG,static,0.3,6,300,1,0.3333,30,0,30.0,41,40,54306,7854,113.2,30.33,154.4,0.03429
XSS,search,RG,static,0.3,7,300,1,0.3333,30,0,30.0,48,47,56315,7886,106.8,31.92,149.4,0.03514
XSS,search,RG,static,0.3,8,300,1,0.3333,1,0,1.0,1,0,2102,203,2.7,5.85,10.6,0.00117
XSS,search,RG,static,0.3,9,300,2,0.6667,30,0,15.0,46,44,54824,7862,97.3,36.8,144.9,0.03451
XSS,search,RG,static,0.3,10,300,2,0.6667,30,0,15.0,34,32,54517,7246,100.4,33.66,144.9,0.0334
XSS,search,CG-Static,static,0.1,1,300,3,1.0,7,0,2.33,7,4,12309,1413,23.1,12.15,39.0,0.00718
XSS,search,CG-Static,static,0.1,2,300,2,0.6667,33,0,16.5,37,35,60422,7414,180.2,36.16,226.1,0.03603
XSS,search,CG-Static,static,0.1,3,300,1,0.3333,62,0,62.0,66,65,110997,13787,1650.8,41.66,1713.1,0.06646
XSS,search,CG-Static,static,0.1,4,300,1,0.3333,30,0,30.0,33,32,53717,6608,100.6,34.0,145.4,0.03206
XSS,search,CG-Static,static,0.1,5,300,1,0.3333,2,0,2.0,2,1,3475,461,6.8,5.8,14.8,0.00213
XSS,search,CG-Static,static,0.1,6,300,2,0.6667,32,0,16.0,32,30,56898,6749,101.9,37.63,151.1,0.03356
XSS,search,CG-Static,static,0.1,7,300,1,0.3333,31,0,31.0,40,39,57005,7479,126.3,35.57,172.9,0.03477
XSS,search,CG-Static,static,0.1,8,300,2,0.6667,6,0,3.0,8,6,11235,1168,17.0,9.97,30.4,0.00636
XSS,search,CG-Static,static,0.1,9,300,1,0.3333,31,0,31.0,33,32,55384,6819,93.8,34.81,139.8,0.03306
XSS,search,CG-Static,static,0.1,10,300,3,1.0,17,0,5.67,19,16,30296,3753,51.3,24.51,82.7,0.01812
XSS,search,CG-Static,static,0.2,1,300,2,0.6667,38,0,19.0,39,37,68293,7798,131.6,44.22,189.2,0.03979
XSS,search,CG-Static,static,0.2,2,300,2,0.6667,31,0,15.5,37,35,56828,6996,112.4,44.03,167.7,0.03392
XSS,search,CG-Static,static,0.2,3,300,1,0.3333,30,0,30.0,34,33,55284,6821,113.3,40.95,165.1,0.03303
XSS,search,CG-Static,static,0.2,4,300,2,0.6667,33,0,16.5,37,35,60065,7354,115.3,43.02,170.1,0.03579
XSS,search,CG-Static,static,0.2,5,300,2,0.6667,5,0,2.5,5,3,9403,888,17.1,9.71,30.0,0.00518
XSS,search,CG-Static,static,0.2,6,300,2,0.6667,33,0,16.5,40,38,59600,7501,168.3,46.0,226.1,0.03584
XSS,search,CG-Static,static,0.2,7,300,2,0.6667,33,0,16.5,39,37,60623,7271,130.1,46.47,188.3,0.03588
XSS,search,CG-Static,static,0.2,8,300,1,0.3333,2,0,2.0,4,3,4507,560,9.0,7.09,18.4,0.0027
XSS,search,CG-Static,static,0.2,9,300,1,0.3333,32,0,32.0,36,35,57141,7285,114.7,42.08,168.3,0.03451
XSS,search,CG-Static,static,0.2,10,300,2,0.6667,31,0,15.5,38,36,56326,6986,115.4,47.2,173.8,0.03371
XSS,search,CG-Static,static,0.3,1,300,2,0.6667,30,0,15.0,30,28,53640,6479,216.6,27.99,255.4,0.03182
XSS,search,CG-Static,static,0.3,2,300,2,0.6667,30,0,15.0,31,29,55144,6227,241.3,27.62,279.4,0.03202
XSS,search,CG-Static,static,0.3,3,300,1,0.3333,30,0,30.0,34,33,55475,6882,209.0,25.56,245.1,0.0332
XSS,search,CG-Static,static,0.3,4,300,1,0.3333,30,0,30.0,30,29,53708,6593,173.4,24.97,208.9,0.03203
XSS,search,CG-Static,static,0.3,5,300,1,0.3333,1,0,1.0,1,0,2093,200,5.0,4.75,11.5,0.00116
XSS,search,CG-Static,static,0.3,6,300,2,0.6667,31,0,15.5,31,29,56086,6890,213.6,27.94,252.4,0.03346
XSS,search,CG-Static,static,0.3,7,300,1,0.3333,30,0,30.0,36,35,55283,6959,197.4,27.52,235.5,0.03325
XSS,search,CG-Static,static,0.3,8,300,1,0.3333,1,0,1.0,1,0,2074,247,7.1,4.74,13.4,0.00122
XSS,search,CG-Static,static,0.3,9,300,1,0.3333,30,0,30.0,31,30,53736,6419,209.0,25.98,245.6,0.03176
XSS,search,CG-Static,static,0.3,10,300,1,0.3333,30,0,30.0,32,31,53887,6744,203.8,26.22,240.7,0.03235
XSS,search,CG-Static,static,0.4,1,300,1,0.3333,30,0,30.0,31,30,53635,6635,215.3,28.84,255.0,0.03207
XSS,search,CG-Static,static,0.4,2,300,1,0.3333,30,0,30.0,31,30,54959,6218,203.0,28.67,242.4,0.03193
XSS,search,CG-Static,static,0.4,3,300,1,0.3333,30,0,30.0,32,31,55022,6650,179.9,28.85,219.4,0.03265
XSS,search,CG-Static,static,0.4,4,300,1,0.3333,30,0,30.0,31,30,53767,6651,175.8,29.21,215.7,0.03215
XSS,search,CG-Static,static,0.4,5,300,2,0.6667,1,0,0.5,2,0,2063,306,14.3,8.08,24.2,0.00131
XSS,search,CG-Static,static,0.4,6,300,3,1.0,30,0,10.0,36,33,53927,6752,227.3,36.16,274.3,0.03237
XSS,search,CG-Static,static,0.4,7,300,1,0.3333,30,0,30.0,32,31,55307,6672,184.4,29.57,224.6,0.0328
XSS,search,CG-Static,static,0.4,8,300,1,0.3333,1,0,1.0,1,0,2047,243,5.2,5.29,12.2,0.00121
XSS,search,CG-Static,static,0.4,9,300,1,0.3333,30,0,30.0,31,30,53798,6552,191.7,30.42,232.9,0.032
XSS,search,CG-Static,static,0.4,10,300,1,0.3333,30,0,30.0,33,32,53887,6582,178.3,43.08,232.3,0.03209
XSS,search,CG-Static,static,0.5,1,300,1,0.3333,30,0,30.0,30,29,53637,6583,207.2,36.61,254.7,0.03199
XSS,search,CG-Static,static,0.5,2,300,1,0.3333,30,0,30.0,33,32,55411,6597,168.0,37.82,216.8,0.03272
XSS,search,CG-Static,static,0.5,3,300,1,0.3333,30,0,30.0,36,35,55491,7006,200.3,39.33,250.4,0.03341
XSS,search,CG-Static,static,0.5,4,300,3,1.0,30,0,10.0,33,30,53800,6725,192.9,43.15,247.0,0.03228
XSS,search,CG-Static,static,0.5,5,300,1,0.3333,1,0,1.0,1,0,2061,204,5.3,5.6,12.9,0.00115
XSS,search,CG-Static,static,0.5,6,300,1,0.3333,30,0,30.0,33,32,54013,6893,214.2,37.98,263.0,0.03263
XSS,search,CG-Static,static,0.5,7,300,3,1.0,30,0,10.0,33,30,55344,6741,191.5,46.31,248.9,0.03292
XSS,search,CG-Static,static,0.5,8,300,1,0.3333,1,0,1.0,1,0,2050,206,9.5,5.87,17.4,0.00115
XSS,search,CG-Static,static,0.5,9,300,1,0.3333,30,0,30.0,30,29,53704,6559,203.0,37.99,251.9,0.03198
XSS,search,CG-Static,static,0.5,10,300,2,0.6667,30,0,15.0,33,31,54196,6729,196.7,41.14,248.7,0.03244
XSS,calc,PP-Static,static,0.3,1,300,294,98.0,330,0,1.12,330,36,543295,55371,1288.9,2097.22,3495.0,0.30591
XSS,calc,PP-Static,static,0.3,2,300,293,97.6667,340,0,1.16,340,47,563769,57651,1285.1,2085.45,3481.5,0.31775
XSS,calc,PP-Static,static,0.3,3,300,293,97.6667,326,0,1.11,326,33,537488,57557,1253.7,2370.37,3731.9,0.30709
XSS,calc,PP-Static,static,0.3,4,300,290,96.6667,343,0,1.18,343,53,568509,57971,1179.5,2264.46,3556.1,0.32016
XSS,calc,PP-Static,static,0.3,5,300,289,96.3333,346,0,1.2,346,57,576500,60657,1093.4,2276.1,3482.3,0.32765
XSS,calc,PP-Static,static,0.3,6,300,288,96.0,344,0,1.19,344,56,571413,60346,998.0,2280.26,3390.8,0.32512
XSS,calc,PP-Static,static,0.3,7,300,286,95.3333,353,0,1.23,353,67,588805,60882,815.2,1141.28,2069.8,0.33293
XSS,calc,PP-Static,static,0.3,8,300,285,95.0,353,0,1.24,353,68,588345,61197,808.2,1182.08,2103.6,0.33325
XSS,calc,PP-Static,static,0.3,9,300,292,97.3333,341,0,1.17,341,49,565859,59579,737.2,1269.44,2117.0,0.32167
XSS,calc,PP-Static,static,0.3,10,300,287,95.6667,343,0,1.2,343,56,569454,59530,761.0,1278.61,2150.4,0.32303
XSS,calc,RG,static,0.3,1,300,2,0.6667,1,0,0.5,3,1,1982,301,3.5,9.33,15.0,0.00127
XSS,calc,RG,static,0.3,2,300,2,0.6667,1,0,0.5,3,1,1975,272,3.5,8.39,13.6,0.00123
XSS,calc,RG,static,0.3,3,300,1,0.3333,1,0,1.0,1,0,1997,124,2.1,5.35,9.3,0.001
XSS,calc,RG,static,0.3,4,300,3,1.0,1,0,0.33,3,0,1999,388,5.0,11.07,18.0,0.00142
XSS,calc,RG,static,0.3,5,300,2,0.6667,1,0,0.5,3,1,1974,283,3.3,8.23,13.5,0.00124
XSS,calc,RG,static,0.3,6,300,2,0.6667,2,0,1.0,3,1,3860,450,6.0,8.56,16.7,0.00226
XSS,calc,RG,static,0.3,7,300,3,1.0,2,0,0.67,3,0,3730,395,5.1,11.11,18.4,0.00212
XSS,calc,RG,static,0.3,8,300,3,1.0,4,0,1.33,5,2,7574,800,10.9,13.34,27.0,0.00431
XSS,calc,RG,static,0.3,9,300,3,1.0,2,0,0.67,4,1,4057,426,5.8,11.54,19.5,0.0023
XSS,calc,RG,static,0.3,10,300,2,0.6667,1,0,0.5,3,1,2008,258,3.2,8.13,13.1,0.00122
XSS,calc,CG-Static,static,0.1,1,300,2,0.6667,4,0,2.0,4,2,6970,540,8.8,9.07,20.7,0.00365
XSS,calc,CG-Static,static,0.1,2,300,2,0.6667,2,0,1.0,4,2,3408,396,16.8,7.67,26.5,0.002
XSS,calc,CG-Static,static,0.1,3,300,2,0.6667,6,0,3.0,10,8,10714,1170,15.2,10.51,29.2,0.00616
XSS,calc,CG-Static,static,0.1,4,300,2,0.6667,2,0,1.0,2,0,3558,303,4.4,8.51,15.2,0.00191
XSS,calc,CG-Static,static,0.1,5,300,2,0.6667,3,0,1.5,7,5,5273,840,10.0,10.35,23.0,0.00345
XSS,calc,CG-Static,static,0.1,6,300,2,0.6667,2,0,1.0,4,2,3397,367,15.8,7.66,25.4,0.00195
XSS,calc,CG-Static,static,0.1,7,300,1,0.3333,1,0,1.0,1,0,1703,142,1.8,5.83,9.8,0.00091
XSS,calc,CG-Static,static,0.1,8,300,4,1.3333,5,0,1.25,8,4,8688,893,13.3,16.26,32.8,0.0049
XSS,calc,CG-Static,static,0.1,9,300,1,0.3333,1,0,1.0,3,2,1707,298,4.1,5.82,11.9,0.00116
XSS,calc,CG-Static,static,0.1,10,300,1,0.3333,1,0,1.0,1,0,1707,142,2.4,5.49,9.8,0.00091
XSS,calc,CG-Static,static,0.2,1,300,3,1.0,4,0,1.33,8,5,7875,890,15.4,15.16,33.6,0.00457
XSS,calc,CG-Static,static,0.2,2,300,5,1.6667,3,0,0.6,9,4,5744,873,15.3,19.61,37.6,0.00369
XSS,calc,CG-Static,static,0.2,3,300,2,0.6667,2,0,1.0,4,2,3954,483,9.4,10.29,22.0,0.00235
XSS,calc,CG-Static,static,0.2,4,300,9,3.0,7,0,0.78,13,4,13574,1377,20.7,32.63,57.3,0.00763
XSS,calc,CG-Static,static,0.2,5,300,2,0.6667,2,0,1.0,4,2,3491,413,6.0,9.8,18.1,0.00206
XSS,calc,CG-Static,static,0.2,6,300,5,1.6667,5,0,1.0,13,8,9323,1399,19.8,21.87,45.0,0.00597
XSS,calc,CG-Static,static,0.2,7,300,2,0.6667,2,0,1.0,4,2,3396,501,7.6,10.17,20.1,0.00216
XSS,calc,CG-Static,static,0.2,8,300,3,1.0,6,0,2.0,6,3,11641,2826,37.1,13.08,53.7,0.00918
XSS,calc,CG-Static,static,0.2,9,300,1,0.3333,1,0,1.0,1,0,1707,200,2.9,5.97,10.9,0.001
XSS,calc,CG-Static,static,0.2,10,300,2,0.6667,4,0,2.0,11,9,7366,1382,20.5,12.69,36.2,0.00516
XSS,calc,CG-Static,static,0.3,1,300,4,1.3333,4,0,1.0,8,4,7857,910,24.2,13.51,40.4,0.0046
XSS,calc,CG-Static,static,0.3,2,300,3,1.0,1,0,0.33,3,0,2016,313,8.7,10.56,21.0,0.00131
XSS,calc,CG-Static,static,0.3,3,300,2,0.6667,1,0,0.5,2,0,2001,221,5.8,7.51,15.1,0.00115
XSS,calc,CG-Static,static,0.3,4,300,5,1.6667,4,0,0.8,6,1,7533,844,28.1,15.73,46.6,0.00436
XSS,calc,CG-Static,static,0.3,5,300,1,0.3333,1,0,1.0,1,0,1972,209,24.7,5.01,31.5,0.00112
XSS,calc,CG-Static,static,0.3,6,300,1,0.3333,1,0,1.0,3,2,1972,261,10.2,5.38,17.4,0.00121
XSS,calc,CG-Static,static,0.3,7,300,1,0.3333,1,0,1.0,3,2,1959,267,6.8,4.75,13.2,0.00121
XSS,calc,CG-Static,static,0.3,8,300,5,1.6667,4,0,0.8,8,3,7641,917,31.0,16.47,50.2,0.00452
XSS,calc,CG-Static,static,0.3,9,300,1,0.3333,1,0,1.0,3,2,1758,329,8.2,5.02,14.9,0.00123
XSS,calc,CG-Static,static,0.3,10,300,3,1.0,6,0,2.0,10,7,10909,1523,42.7,10.76,56.8,0.0068
XSS,calc,CG-Static,static,0.4,1,300,7,2.3333,3,0,0.43,8,1,6111,822,33.6,22.33,58.5,0.00376
XSS,calc,CG-Static,static,0.4,2,300,2,0.6667,2,0,1.0,4,2,4018,463,15.5,8.65,26.3,0.00235
XSS,calc,CG-Static,static,0.4,3,300,2,0.6667,1,0,0.5,3,1,2012,267,6.4,8.7,17.0,0.00123
XSS,calc,CG-Static,static,0.4,4,300,2,0.6667,1,0,0.5,3,1,1982,322,9.3,8.72,19.9,0.00131
XSS,calc,CG-Static,static,0.4,5,300,2,0.6667,2,0,1.0,2,0,3796,411,10.9,7.87,21.0,0.00218
XSS,calc,CG-Static,static,0.4,6,300,1,0.3333,1,0,1.0,1,0,1984,216,5.5,5.32,12.5,0.00114
XSS,calc,CG-Static,static,0.4,7,300,3,1.0,2,0,0.67,4,1,3854,606,16.4,11.66,30.3,0.00251
XSS,calc,CG-Static,static,0.4,8,300,3,1.0,1,0,0.33,3,0,1961,280,6.6,11.2,19.7,0.00123
XSS,calc,CG-Static,static,0.4,9,300,3,1.0,3,0,1.0,4,1,5432,491,17.2,11.0,30.6,0.00296
XSS,calc,CG-Static,static,0.4,10,300,2,0.6667,2,0,1.0,4,2,4002,601,14.9,9.1,26.1,0.00256
XSS,calc,CG-Static,static,0.5,1,300,1,0.3333,1,0,1.0,3,2,1996,271,6.4,6.78,15.1,0.00123
XSS,calc,CG-Static,static,0.5,2,300,1,0.3333,1,0,1.0,3,2,1979,258,8.7,7.0,17.7,0.0012
XSS,calc,CG-Static,static,0.5,3,300,2,0.6667,1,0,0.5,3,1,1970,339,7.6,9.4,19.0,0.00133
XSS,calc,CG-Static,static,0.5,4,300,1,0.3333,2,0,2.0,3,2,4133,474,11.1,6.49,19.8,0.00241
XSS,calc,CG-Static,static,0.5,5,300,1,0.3333,1,0,1.0,3,2,1975,315,7.0,6.72,15.7,0.00129
XSS,calc,CG-Static,static,0.5,6,300,1,0.3333,1,0,1.0,3,2,1968,492,13.4,6.65,22.0,0.00157
XSS,calc,CG-Static,static,0.5,7,300,2,0.6667,1,0,0.5,2,0,1979,330,7.6,9.14,18.7,0.00132
XSS,calc,CG-Static,static,0.5,8,300,1,0.3333,1,0,1.0,1,0,1970,181,4.8,5.88,12.6,0.00108
XSS,calc,CG-Static,static,0.5,9,300,3,1.0,2,0,0.67,4,1,3762,509,14.1,12.28,28.7,0.00232
XSS,calc,CG-Static,static,0.5,10,300,2,0.6667,1,0,0.5,3,1,2000,319,7.4,8.91,18.3,0.00131
SQLi,login,PP-Adaptive,adaptive,0.3,1,33,12,36.3636,82,42,6.83,82,70,143159,14940,210.9,58.23,309.9,0.08117
SQLi,login,PP-Adaptive,adaptive,0.3,2,40,11,27.5,100,42,9.09,100,89,166924,17252,274.1,56.6,376.9,0.09437
SQLi,login,PP-Adaptive,adaptive,0.3,3,31,6,19.3548,87,42,14.5,87,81,150546,15426,230.7,34.64,307.1,0.0849
SQLi,login,PP-Adaptive,adaptive,0.3,4,28,6,21.4286,77,36,12.83,77,71,132551,14492,221.6,32.35,290.8,0.07621
SQLi,login,PP-Adaptive,adaptive,0.3,5,27,4,14.8148,78,42,19.5,78,74,138694,14292,219.0,26.45,284.5,0.07834
SQLi,login,PP-Adaptive,adaptive,0.3,6,39,8,20.5128,107,42,13.38,107,99,177353,18664,301.7,47.16,397.6,0.1008
SQLi,login,PP-Adaptive,adaptive,0.3,7,39,11,28.2051,102,42,9.27,102,91,169622,17175,335.7,63.7,446.4,0.09533
SQLi,login,PP-Adaptive,adaptive,0.3,8,34,13,38.2353,83,36,6.38,83,70,138698,13950,211.2,70.83,321.5,0.0778
SQLi,login,PP-Adaptive,adaptive,0.3,9,29,12,41.3793,75,39,6.25,75,63,132409,14919,232.8,63.24,334.0,0.07683
